Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,City,Employment,Monthly_Income,Purchase_Amount,Installments,Monthly_Installment,Remaining_Installments,Total_Remaining_Balance,Category,Store Name,Channel,Active_Contracts,DTI_Ratio,Delay_Days,Status,SIMAH_Status
TX00713,C0364,2024-04-18,65,Female,Najran,Employed,16902,303,4,75.75,0,0,Electronics,General Store,Web,4,0.084,0,Paid on time,Not Reported
TX00714,C0798,2025-06-01,53,Female,Al-Kharj,Employed,21656,828,4,207,0,0,furniture,Midas,App,6,0.113,68,Missed,Delayed (Reported)
TX00715,C0655,2024-08-24,21,Female,Tabuk,Student,6796,2298,4,574.5,0,0,Fashion,Chanel,Web,5,0.349,98,Late,Delayed (Reported)
TX00716,C0325,2025-09-22,33,Female,Riyadh,Employed,18484,743,4,185.75,0,0,Electronics,General Store,App,7,0.156,94,Late,Delayed (Reported)
TX00717,C0109,2024-11-25,65,Male,Mecca,Employed,24418,1505,4,376.25,0,0,Fashion,Centerpoint,In-Store,2,0.034,0,Paid on time,Not Reported
TX00718,C0085,2024-12-10,38,Female,Yanbu,Employed,9358,2571,4,642.75,0,0,electronics,General Store,App,3,0.165,0,Paid on time,Not Reported
TX00719,C0032,2024-03-04,48,Male,Riyadh,Self-employed,5722,1120,4,280,0,0,Electronics,General Store,In-Store,3,0.206,0,Paid on time,Not Reported
TX00720,C0093,2024-12-15,53,Male,Medina,Self-employed,15600,4175,4,1043.75,0,0,Beauty,Sephora,Web,2,0.096,0,Paid on time,Not Reported
TX00721,C0163,2025-11-23,20,Male,Riyadh  ,Student,12468,2371,3,592.75,1,170.5,Groceries,Carrefour,Web,3,0.12,0,Paid on time,Not Reported
TX00722,C0169,2025-08-11,32,Female,Buraidah,Employed,9754,547,3,136.75,0,0,groceries,Othaim Markets,Web,3,0.106,0,Paid on time,Not Reported
TX00723,C0229,2024-11-04,37,Male,Medina,Self-employed,18259,938,4,234.5,0,0,Fashion,H&M,App,5,0.111,176,Missed,Delayed (Reported)
TX00724,C0652,2025-08-06,50,Female,Jeddah,Employed,16462,4020,4,1005,0,0,Electronics,General Store,App,6,0.198,84,Late,Delayed (Reported)
TX00725,C0595,2024-08-26,47,Male,Mecca,Unemployed,2046,291,3,72.75,0,0,Electronics,General Store,Web,1,0.036,0,Paid on time,Not Reported
TX00726,C0285,2025-08-18,30,Female,Jeddah,Employed,19620,2341,4,585.25,0,0,Beauty,Nice One,App,4,0.099,0,Paid on time,Not Reported
TX00727,C0760,2024-03-19,58,Male,Yanbu,Employed,22508,4585,4,1146.25,0,0,beauty,Nice One,In-Store,4,0.111,0,Paid on time,Not Reported
TX00728,C0612,2024-08-15,25,Female,Riyadh,Unemployed,2328,471,4,117.75,0,0,Electronics,General Store,Web,1,0.051,0,Paid on time,Not Reported
TX00729,C0154,2024-01-08,25,Female,Abha,Unemployed,1563,333,3,83.25,0,0,Fashion,Dior,App,4,0.917,0,Paid on time,Not Reported
TX00730,C0098,2024-04-19,33,Male,Mecca,Employed,19102,4831,4,1207.75,0,0,Electronics,General Store,App,2,0.087,0,Paid on time,Not Reported
TX00731,C0625,2025-07-21,35,Female,Medina,Employed,17210,453,4,113.25,0,0,Electronics,General Store,App,2,0.033,0,Paid on time,Not Reported
TX00732,C0079,2025-08-13,41,Male,Riyadh,Employed,10555,2721,3,680.25,0,0,Electronics,General Store,App,7,0.32,160,Late,Delayed (Reported)
TX00733,C0671,2025-07-04,51,Female,Riyadh,Employed,21174,1948,4,487,0,0,Electronics,General Store,App,5,0.108,0,Paid on time,Not Reported
TX00734,C0304,2025-09-07,63,Male,Riyadh,Employed,18788,3341,4,835.25,0,0,Fashion,Fendi,Web,3,0.092,0,Paid on time,Not Reported
TX00735,C0341,2025-02-02,50,Male,Dhahran,Self-employed,9313,178,3,44.5,0,0,dining,Albaik,App,6,0.246,51,Late,Delayed (Reported)
TX00736,C0700,2025-05-18,58,Male,Riyadh,Employed,16808,4591,4,1147.75,0,0,Electronics,General Store,App,5,0.175,113,Missed,Delayed (Reported)
TX00737,C0170,2025-05-27,26,Female,Riyadh,Employed,4345,1109,4,277.25,0,0,Electronics,General Store,In-Store,4,0.375,0,Paid on time,Not Reported
TX00738,C0066,2024-08-06,26,Female,Riyadh,Employed,13358,789,4,197.25,0,0,Fashion,Chanel,App,4,0.116,0,Paid on time,Not Reported
TX00739,C0503,2025-11-14,27,Female,Al-Ahsa,Employed,12658,3439,4,859.75,1,110,Fashion,Dior,App,5,0.21,34,Missed,Delayed (Reported)
TX00740,C0405,2024-11-19,35,Female,Al-Jubail,Self-employed,15550,4042,4,1010.5,0,0,Electronics,General Store,Web,5,0.181,121,Late,Delayed (Reported)
TX00741,C0632,2025-07-20,61,Female,riyadh,Employed,17376,2995,4,748.75,0,0,Beauty,Faces,App,3,0.095,0,Paid on time,Not Reported
TX00742,C0056,2024-11-06,18,Female,Jeddah,Employed,5425,419,4,104.75,0,0,Electronics,General Store,In-Store,3,0.185,0,Paid on time,Not Reported
TX00743,C0310,2024-11-28,24,Female,Jeddah,Student,13134,519,4,129.75,0,0,Fashion,Mango,App,2,0.044,0,Paid on time,Not Reported
TX00744,C0297,2024-09-18,64,Male,Hail,Employed,17498,269,4,67.25,0,0,Electronics,General Store,App,5,0.107,66,Missed,Delayed (Reported)
TX00745,C0038,2025-04-07,46,Female,Buraidah,Employed,13124,4469,4,1117.25,0,0,Electronics,General Store,In-Store,6,0.257,0,Paid on time,Not Reported
TX00746,C0710,2024-10-17,48,Male,Dammam,Self-employed,16413,1598,4,399.5,0,0,Electronics,General Store,App,3,0.079,0,Paid on time,Not Reported
TX00747,C0736,2024-01-04,55,Male,Arar,Employed,23378,2681,4,670.25,0,0,Electronics,General Store,App,4,0.086,0,Paid on time,Not Reported
TX00748,C0340,2025-02-25,26,Male,riyadh,Employed,12810,3810,4,952.5,0,0,fashion,Mango,App,5,0.215,0,Paid on time,Not Reported
TX00749,C0474,2025-08-14,25,Male,Jeddah,Employed,3183,816,3,204,0,0,Electronics,General Store,In-Store,2,0.205,0,Paid on time,Not Reported
TX00750,C0292,2025-08-03,28,Female,Al Khobar,Unemployed,1209,213,3,53.25,0,0,Electronics,General Store,App,7,2.277,36,Late,Delayed (Reported)
TX00751,C0591,2025-01-08,45,Female,Al Khobar,Self-employed,17124,1756,4,439,0,0,Electronics,General Store,App,4,0.104,0,Paid on time,Not Reported
TX00752,C0520,2025-11-03,60,Female,Medina,Employed,14217,1646,4,411.5,1,935,electronics,General Store,In-Store,3,0.092,0,Paid on time,Not Reported
TX00753,C0648,2024-07-28,24,Male,Najran,Student,15460,4941,3,1235.25,0,0,Electronics,General Store,App,1,0.08,0,Paid on time,Not Reported
TX00754,C0486,2024-11-03,64,Male,Abha,Self-employed,11195,2502,4,625.5,0,0,Electronics,General Store,App,5,0.217,159,Late,Delayed (Reported)
TX00755,C0253,2025-11-13,21,Male,RIYADH,Student,12297,248,4,62,1,302.75,electronics,General Store,App,4,0.115,0,Paid on time,Not Reported
TX00756,C0092,2025-01-18,25,Female,Jazan,Employed,6842,263,4,65.75,0,0,Electronics,General Store,App,6,0.338,72,Late,Delayed (Reported)
TX00757,C0178,2024-05-05,29,Female,Dammam,Employed,5401,406,4,101.5,0,0,Beauty,Faces,App,3,0.185,0,Paid on time,Not Reported
TX00758,C0333,2024-11-20,53,Male,Jeddah,Self-employed,7987,966,3,241.5,0,0,Fashion,Fendi,App,1,0.03,0,Paid on time,Not Reported
TX00759,C0038,2025-08-03,46,Female,Buraidah,Employed,19275,4503,4,1125.75,0,0,Fashion,Mango,In-Store,5,0.152,56,Late,Delayed (Reported)
TX00760,C0401,2025-05-21,55,Female,Dhahran,Employed,24861,394,4,98.5,0,0,electronics,General Store,App,2,0.022,0,Paid on time,Not Reported
TX00761,C0567,2024-08-10,38,Female,Abha,Self-employed,14198,4066,3,1016.5,0,0,Groceries,Othaim Markets,In-Store,4,0.167,0,Paid on time,Not Reported
TX00762,C0557,2024-02-08,58,Female,Dhahran,Employed,19310,690,4,172.5,0,0,furniture,Abyat,App,5,0.102,0,Paid on time,Not Reported
TX00763,C0756,2025-11-21,52,Male,Riyadh,Employed,14561,4004,4,1001,1,161.75,Furniture,Home Centre,App,7,0.254,172,Missed,Delayed (Reported)
TX00764,C0705,2025-11-14,59,Male,Dhahran,Employed,17535,2428,4,607,1,891.5,Furniture,Home Centre,App,4,0.112,0,Paid on time,Not Reported
TX00765,C0088,2025-08-27,23,Female,Al-Jubail,Student,10751,3553,4,888.25,0,0,Electronics,General Store,In-Store,3,0.166,0,Paid on time,Not Reported
TX00766,C0099,2024-04-28,37,Female,Riyadh,Employed,12511,1639,4,409.75,0,0,Travel,flynas,App,2,0.069,0,Paid on time,Not Reported
TX00767,C0069,2025-08-21,20,Female,Jeddah,Student,16448,1215,4,303.75,0,0,Fashion,H&M,App,3,0.073,0,Paid on time,Not Reported
TX00768,C0615,2025-11-09,18,Male,RIYADH,Student,11926,1235,4,308.75,1,442.5,beauty,Sephora,Web,5,0.177,43,Late,Delayed (Reported)
TX00769,C0290,2024-01-07,52,Male,Riyadh  ,Employed,23655,1018,4,254.5,0,0,electronics,General Store,App,4,0.068,0,Paid on time,Not Reported
TX00770,C0177,2024-09-16,46,Male,Riyadh,Employed,14423,864,4,216,0,0,Electronics,General Store,Web,5,0.14,51,Late,Delayed (Reported)
TX00771,C0266,2025-08-15,39,Male,Riyadh,Self-employed,5230,1627,3,406.75,0,0,Groceries,Carrefour,App,3,0.25,0,Paid on time,Not Reported
TX00772,C0559,2025-04-08,40,Female,Jazan,Employed,8180,1218,4,304.5,0,0,travel,flyadeal,App,6,0.312,125,Missed,Delayed (Reported)
TX00773,C0358,2024-11-25,40,Female,Abha,Self-employed,16097,4910,3,1227.5,0,0,Furniture,Midas,App,4,0.16,0,Paid on time,Not Reported
TX00774,C0227,2025-01-26,56,Male,Al-Baha,Employed,13649,2133,4,533.25,0,0,Travel,Saudia Airlines,App,2,0.072,0,Paid on time,Not Reported
TX00775,C0572,2024-04-08,52,Female,Riyadh,Employed,18074,1642,4,410.5,0,0,Furniture,Abyat,Web,3,0.073,0,Paid on time,Not Reported
TX00776,C0004,2025-11-05,41,Male,Jeddah,Employed,14421,4628,3,1157,1,305.5,Beauty,Faces,App,2,0.111,0,Paid on time,Not Reported
TX00777,C0156,2025-11-02,65,Male,Jeddah,Employed,16951,1515,4,378.75,1,307.5,Electronics,General Store,In-Store,6,0.155,0,Paid on time,Not Reported
TX00778,C0559,2025-08-22,40,Female,Jazan,Employed,11548,1560,4,390,0,0,Electronics,General Store,App,6,0.229,147,Late,Delayed (Reported)
TX00779,C0478,2024-12-25,48,Male,Al-Jubail,Employed,16997,3700,4,925,0,0,Electronics,General Store,App,2,0.081,0,Paid on time,Not Reported
TX00780,C0005,2025-07-19,57,Female,Dhahran,Employed,21190,547,4,136.75,0,0,Fashion,Namshi,App,5,0.091,164,Missed,Delayed (Reported)
TX00781,C0128,2025-04-27,60,Female,Jeddah,Unemployed,2892,590,4,147.5,0,0,Fashion,Namshi,Web,6,0.829,210,Missed,Defaulted (Blacklisted)
TX00782,C0136,2025-07-20,63,Female,Al Khobar,Employed,20721,1379,4,344.75,0,0,Fashion,Chanel,App,2,0.038,0,Paid on time,Not Reported
TX00783,C0508,2024-05-26,63,Male,Riyadh,Unemployed,2590,532,4,133,0,0,Fashion,Mango,App,1,0.051,0,Paid on time,Not Reported
TX00784,C0071,2025-11-25,63,Female,Jazan,Employed,13665,1731,4,432.75,1,114.25,Electronics,General Store,App,4,0.13,0,Paid on time,Not Reported
TX00785,C0360,2025-08-19,60,Female,Mecca,Self-employed,8763,1286,4,321.5,0,0,Fashion,Mango,App,6,0.293,208,Missed,Defaulted (Blacklisted)
TX00786,C0284,2024-10-20,57,Female,Tabuk,Unemployed,1889,252,4,63,0,0,Electronics,General Store,In-Store,1,0.033,0,Paid on time,Not Reported
TX00787,C0074,2024-03-13,36,Female,Hail,Self-employed,7154,684,4,171,0,0,Travel,flyadeal,App,1,0.024,0,Paid on time,Not Reported
TX00788,C0682,2024-10-17,65,Male,Dammam,Employed,20223,3730,4,932.5,0,0,Electronics,General Store,App,2,0.068,0,Paid on time,Not Reported
TX00789,C0388,2025-04-21,65,Male,Tabuk,Unemployed,2634,636,4,159,0,0,Groceries,Othaim Markets,Web,2,0.231,0,Paid on time,Not Reported
TX00790,C0066,2024-04-04,26,Female,Riyadh,Employed,5476,538,4,134.5,0,0,Electronics,General Store,App,1,0.025,0,Paid on time,Not Reported
TX00791,C0332,2024-09-22,55,Male,Arar,Employed,13583,3787,4,946.75,0,0,Furniture,Midas,Web,5,0.202,129,Late,Delayed (Reported)
TX00792,C0376,2024-06-23,34,Male,Najran,Self-employed,13917,2461,4,615.25,0,0,Electronics,General Store,App,2,0.077,0,Paid on time,Not Reported
TX00793,C0676,2024-11-12,42,Male,Al Khobar,Self-employed,14986,2723,3,680.75,0,0,Groceries,Carrefour,App,1,0.045,0,Paid on time,Not Reported
TX00794,C0244,2024-06-25,39,Male,Dammam,Self-employed,10746,1667,4,416.75,0,0,furniture,Midas,App,3,0.123,0,Paid on time,Not Reported
TX00795,C0345,2025-08-06,38,Male,Riyadh  ,Employed,17660,3752,4,938,0,0,Electronics,General Store,App,2,0.079,0,Paid on time,Not Reported
TX00796,C0516,2024-08-05,39,Male,Al Khobar,Unemployed,1576,423,3,105.75,0,0,Fashion,Fendi,In-Store,2,0.353,0,Paid on time,Not Reported
TX00797,C0754,2024-11-07,57,Male,Abha,Self-employed,5025,505,3,126.25,0,0,Electronics,General Store,In-Store,5,0.383,195,Late,Defaulted (Blacklisted)
TX00798,C0359,2025-08-08,51,Male,Riyadh,Employed,18485,2437,4,609.25,0,0,electronics,General Store,App,2,0.057,0,Paid on time,Not Reported
TX00799,C0293,2025-04-09,60,Male,Yanbu,Employed,15533,3751,4,937.75,0,0,Travel,flyadeal,App,3,0.118,0,Paid on time,Not Reported
TX00800,C0591,2025-04-14,45,Female,Al Khobar,Self-employed,6459,1504,4,376,0,0,Electronics,General Store,Web,4,0.267,0,Paid on time,Not Reported
TX00801,C0703,2024-11-26,52,Female,Dhahran,Employed,16593,3842,4,960.5,0,0,Furniture,Home Centre,App,5,0.166,144,Missed,Delayed (Reported)
TX00802,C0453,2025-10-03,28,Male,Riyadh,Self-employed,12991,2953,4,738.25,0,0,Electronics,General Store,App,4,0.161,0,Paid on time,Not Reported
TX00803,C0577,2025-11-14,64,Male,Abha,Employed,17657,2396,4,599,1,321.5,Travel,flyadeal,App,2,0.059,0,Paid on time,Not Reported
TX00804,C0435,2025-11-19,18,Female,Al-Baha,Employed,3921,1255,4,313.75,1,129.25,Groceries,Panda,App,3,0.31,0,Paid on time,Not Reported
TX00805,C0382,2024-08-15,24,Male,Yanbu,Student,11204,1535,3,383.75,0,0,Groceries,Carrefour,In-Store,4,0.155,0,Paid on time,Not Reported
TX00806,C0263,2025-11-23,26,Male,Riyadh  ,Unemployed,2254,234,4,58.5,1,93,Fashion,Herm�s,App,6,1.024,77,Missed,Delayed (Reported)
TX00807,C0174,2025-08-01,56,Female,Riyadh  ,Self-employed,9081,2999,4,749.75,0,0,furniture,Midas,In-Store,6,0.33,0,Paid on time,Not Reported
TX00808,C0474,2024-11-05,25,Male,Jeddah,Employed,8623,1672,4,418,0,0,Fashion,Fendi,App,4,0.205,0,Paid on time,Not Reported
TX00809,C0361,2025-05-24,59,Female,Riyadh,Employed,14932,2337,4,584.25,0,0,Fashion,Dior,App,5,0.16,88,Missed,Delayed (Reported)
TX00810,C0351,2025-08-28,64,Female,Riyadh,Employed,16235,4278,4,1069.5,0,0,Electronics,General Store,App,3,0.121,0,Paid on time,Not Reported
TX00811,C0109,2025-10-22,65,Male,Mecca,Employed,14472,3973,3,993.25,0,0,Electronics,General Store,Web,3,0.131,0,Paid on time,Not Reported
TX00812,C0693,2024-04-08,65,Female,Riyadh  ,Employed,20549,1050,4,262.5,0,0,Furniture,Abyat,Web,2,0.035,0,Paid on time,Not Reported
TX00813,C0442,2025-12-15,22,Male,Riyadh,Student,11153,3329,4,832.25,2,507.5,electronics,General Store,App,7,0.317,37,Late,Delayed (Reported)
TX00814,C0327,2025-07-01,50,Female,Riyadh,Employed,18801,2258,4,564.5,0,0,Electronics,General Store,App,5,0.126,147,Late,Delayed (Reported)
TX00815,C0030,2025-08-07,18,Male,Najran,Student,8710,2312,3,578,0,0,Fashion,H&M,Web,4,0.221,0,Paid on time,Not Reported
TX00816,C0546,2025-11-08,50,Male,Buraidah,Unemployed,2496,641,3,160.25,1,78,beauty,Sephora,App,7,1.146,106,Missed,Delayed (Reported)
TX00817,C0536,2025-08-05,43,Female,Buraidah,Employed,18630,1634,4,408.5,0,0,travel,Saudia Airlines,Web,2,0.046,0,Paid on time,Not Reported
TX00818,C0624,2025-07-16,33,Female,Riyadh,Self-employed,16606,1315,4,328.75,0,0,Electronics,General Store,App,2,0.047,0,Paid on time,Not Reported
TX00819,C0746,2025-11-24,34,Female,Al-Baha,Unemployed,2429,709,3,177.25,1,117.25,electronics,General Store,Web,7,1.185,111,Late,Delayed (Reported)
TX00820,C0776,2024-04-04,40,Male,Al-Jubail,Employed,16078,2025,4,506.25,0,0,Travel,Saudia Airlines,App,3,0.087,0,Paid on time,Not Reported
TX00821,C0547,2024-08-15,18,Male,Al-Ahsa,Student,14257,4657,4,1164.25,0,0,Fashion,Herm�s,In-Store,1,0.082,0,Paid on time,Not Reported
TX00822,C0644,2024-12-12,40,Male,Dhahran,Employed,18678,3061,4,765.25,0,0,Electronics,General Store,App,1,0.041,0,Paid on time,Not Reported
TX00823,C0798,2024-04-27,53,Female,Al-Kharj,Employed,22990,3047,4,761.75,0,0,Electronics,General Store,App,1,0.033,0,Paid on time,Not Reported
TX00824,C0433,2025-05-03,57,Female,Riyadh,Employed,21385,4588,4,1147,0,0,Electronics,General Store,In-Store,7,0.18,77,Missed,Delayed (Reported)
TX00825,C0647,2025-04-13,58,Male,Jeddah,Unemployed,1566,499,3,124.75,0,0,fashion,Mango,Web,6,1.516,70,Missed,Delayed (Reported)
TX00826,C0261,2024-01-03,37,Female,Riyadh  ,Employed,11067,2593,4,648.25,0,0,Furniture,Abyat,App,2,0.099,0,Paid on time,Not Reported
TX00827,C0443,2025-12-23,45,Male,Dammam,Employed,19944,3380,4,845,2,1634,Electronics,General Store,App,3,0.087,0,Paid on time,Not Reported
TX00828,C0227,2024-01-02,56,Male,Al-Baha,Employed,17092,3758,4,939.5,0,0,electronics,General Store,App,3,0.108,0,Paid on time,Not Reported
TX00829,C0321,2025-09-25,19,Male,riyadh,Student,6594,2239,4,559.75,0,0,Fashion,Fendi,Web,7,0.494,138,Missed,Delayed (Reported)
TX00830,C0310,2025-11-02,24,Female,Jeddah,Student,6225,1595,3,398.75,1,201,Groceries,Panda,In-Store,5,0.353,0,Paid on time,Not Reported
TX00831,C0237,2024-06-14,36,Male,Dhahran,Employed,19437,3707,4,926.75,0,0,Fashion,Herm�s,App,1,0.048,0,Paid on time,Not Reported
TX00832,C0590,2025-11-09,40,Male,Jeddah,Employed,8028,161,3,40.25,1,90,Dining,Albaik,App,3,0.117,0,Paid on time,Not Reported
TX00833,C0509,2025-08-27,39,Female,Al-Baha,Employed,17219,2347,4,586.75,0,0,Electronics,General Store,In-Store,5,0.139,0,Paid on time,Not Reported
TX00834,C0013,2025-11-16,60,Male,Riyadh,Employed,24240,1395,4,348.75,1,171.25,Electronics,General Store,App,5,0.089,186,Late,Defaulted (Blacklisted)
TX00835,C0507,2025-02-03,43,Female,Hail,Self-employed,15050,2490,4,622.5,0,0,Travel,Almosafer,App,3,0.101,0,Paid on time,Not Reported
TX00836,C0759,2025-02-24,18,Male,Dhahran,Student,5697,506,4,126.5,0,0,electronics,General Store,In-Store,6,0.417,154,Late,Delayed (Reported)
TX00837,C0681,2025-09-24,53,Male,Jeddah,Employed,19643,640,4,160,0,0,Travel,Saudia Airlines,Web,2,0.031,0,Paid on time,Not Reported
TX00838,C0155,2025-08-17,59,Male,Riyadh,Employed,23575,2341,4,585.25,0,0,Electronics,General Store,App,2,0.044,0,Paid on time,Not Reported
TX00839,C0618,2024-12-23,53,Female,Yanbu,Employed,13280,1006,4,251.5,0,0,Electronics,General Store,In-Store,4,0.121,0,Paid on time,Not Reported
TX00840,C0752,2025-11-03,44,Female,Dhahran,Employed,18385,1659,4,414.75,1,916.75,Electronics,General Store,App,5,0.12,98,Missed,Delayed (Reported)
TX00841,C0721,2024-08-28,55,Female,Jeddah,Employed,21293,2649,4,662.25,0,0,Travel,flyadeal,App,3,0.073,0,Paid on time,Not Reported
TX00842,C0525,2025-11-21,20,Female,Dhahran,Employed,12928,816,4,204,1,732.75,Fashion,Namshi,App,6,0.19,199,Late,Defaulted (Blacklisted)
TX00843,C0242,2025-08-23,19,Female,Mecca,Employed,13569,2378,4,594.5,0,0,Electronics,General Store,In-Store,5,0.176,0,Paid on time,Not Reported
TX00844,C0246,2025-02-10,50,Male,Dhahran,Employed,14018,2469,4,617.25,0,0,Furniture,Abyat,In-Store,7,0.237,93,Missed,Delayed (Reported)
TX00845,C0559,2024-06-19,40,Female,Jazan,Employed,17675,3936,4,984,0,0,Electronics,General Store,App,4,0.132,0,Paid on time,Not Reported
TX00846,C0618,2024-06-12,53,Female,Yanbu,Employed,20888,1235,4,308.75,0,0,travel,Almosafer,Web,1,0.015,0,Paid on time,Not Reported
TX00847,C0059,2025-11-26,49,Male,Jeddah,Unemployed,1738,574,4,143.5,1,77.5,Groceries,Danube,App,2,0.341,0,Paid on time,Not Reported
TX00848,C0050,2025-08-04,56,Female,Riyadh,Employed,19633,2570,4,642.5,0,0,Furniture,Midas,App,7,0.17,36,Missed,Delayed (Reported)
TX00849,C0211,2025-11-06,28,Female,Dammam,Unemployed,1870,402,3,100.5,1,37.5,Dining,Maestro Pizza,In-Store,4,0.776,56,Late,Delayed (Reported)
TX00850,C0365,2025-06-01,24,Female,Tabuk,Student,14998,453,4,113.25,0,0,Fashion,Zara,App,6,0.158,83,Missed,Delayed (Reported)
TX00851,C0122,2025-05-09,19,Male,Medina,Student,15845,4529,3,1132.25,0,0,Groceries,Othaim Markets,Web,7,0.242,158,Late,Delayed (Reported)
TX00852,C0402,2025-10-19,40,Female,Riyadh,Employed,16948,296,3,74,0,0,dining,Maestro Pizza,In-Store,2,0.031,0,Paid on time,Not Reported
TX00853,C0543,2025-02-11,29,Female,Hail,Employed,10177,925,3,231.25,0,0,Travel,Almosafer,App,6,0.244,198,Missed,Defaulted (Blacklisted)
TX00854,C0142,2024-09-26,41,Male,Al Khobar,Employed,13393,4034,4,1008.5,0,0,Electronics,General Store,App,5,0.21,115,Late,Delayed (Reported)
TX00855,C0010,2025-11-08,51,Female,Dhahran,Employed,19550,4055,3,1013.75,1,1070.25,Fashion,H&M,App,6,0.167,178,Missed,Delayed (Reported)
TX00856,C0777,2025-07-19,53,Female,Yanbu,Employed,16593,4057,4,1014.25,0,0,Electronics,General Store,App,5,0.17,177,Missed,Delayed (Reported)
TX00857,C0553,2025-08-08,51,Female,Buraidah,Unemployed,2704,918,4,229.5,0,0,Electronics,General Store,App,7,1.083,205,Late,Defaulted (Blacklisted)
TX00858,C0586,2025-08-14,19,Male,Medina,Student,7488,286,3,71.5,0,0,Dining,Kudu,App,4,0.19,0,Paid on time,Not Reported
TX00859,C0775,2024-02-17,31,Male,Medina,Employed,11184,3728,4,932,0,0,Furniture,Abyat,App,5,0.244,162,Missed,Delayed (Reported)
TX00860,C0779,2025-11-13,43,Male,Mecca,Employed,13411,722,4,180.5,1,691,Electronics,General Store,App,7,0.215,100,Missed,Delayed (Reported)
TX00861,C0642,2025-11-24,35,Female,RIYADH,Employed,9039,1715,4,428.75,1,339.75,Electronics,General Store,App,4,0.197,0,Paid on time,Not Reported
TX00862,C0263,2025-08-24,26,Male,Riyadh,Unemployed,2114,548,3,137,0,0,Electronics,General Store,App,3,0.491,72,Late,Delayed (Reported)
TX00863,C0729,2025-11-17,28,Female,Najran,Employed,4442,592,3,148,1,106.5,electronics,General Store,App,2,0.135,0,Paid on time,Not Reported
TX00864,C0279,2024-09-18,52,Male,Riyadh_City,Employed,13006,746,4,186.5,0,0,Electronics,General Store,Web,4,0.118,0,Paid on time,Not Reported
TX00865,C0785,2025-09-14,27,Female,Mecca,Employed,4447,512,4,128,0,0,fashion,Namshi,App,2,0.13,0,Paid on time,Not Reported
TX00866,C0696,2024-04-09,52,Female,Riyadh,Unemployed,1348,463,3,115.75,0,0,Fashion,Namshi,App,1,0.086,0,Paid on time,Not Reported
TX00867,C0369,2025-12-03,24,Female,Dhahran,Student,4516,1144,4,286,2,302.5,Fashion,Centerpoint,Web,2,0.163,0,Paid on time,Not Reported
TX00868,C0636,2024-03-03,24,Male,Abha,Employed,8852,2628,3,657,0,0,Groceries,Danube,Web,2,0.125,0,Paid on time,Not Reported
TX00869,C0503,2025-08-23,27,Female,Al-Ahsa,Employed,7316,1498,4,374.5,0,0,Electronics,General Store,App,6,0.359,91,Missed,Delayed (Reported)
TX00870,C0537,2024-01-18,57,Male,Al-Kharj,Self-employed,11916,3425,4,856.25,0,0,Furniture,Abyat,In-Store,2,0.11,0,Paid on time,Not Reported
TX00871,C0442,2025-08-09,22,Male,Riyadh,Student,12115,934,3,233.5,0,0,Electronics,General Store,Web,6,0.205,66,Missed,Delayed (Reported)
TX00872,C0391,2024-08-18,50,Male,Medina,Employed,20998,4295,4,1073.75,0,0,Electronics,General Store,App,5,0.137,118,Missed,Delayed (Reported)
TX00873,C0383,2024-12-13,49,Female,Jeddah,Employed,18100,1187,4,296.75,0,0,Electronics,General Store,Web,5,0.116,82,Late,Delayed (Reported)
TX00874,C0427,2025-11-09,37,Male,Buraidah,Employed,11465,1319,4,329.75,1,337,Electronics,General Store,App,7,0.264,204,Missed,Defaulted (Blacklisted)
TX00875,C0247,2025-02-02,22,Male,Al-Ahsa,Student,10367,3608,4,902,0,0,Fashion,Zara,App,2,0.13,0,Paid on time,Not Reported
TX00876,C0018,2025-02-19,55,Female,Al-Ahsa,Employed,21577,1073,4,268.25,0,0,Travel,Saudia Airlines,App,6,0.117,130,Missed,Delayed (Reported)
TX00877,C0665,2024-08-09,42,Male,Mecca,Employed,17095,2388,4,597,0,0,furniture,IKEA,Web,3,0.088,0,Paid on time,Not Reported
TX00878,C0498,2025-09-14,63,Male,Riyadh,Unemployed,1995,467,3,116.75,0,0,Electronics,General Store,App,2,0.284,0,Paid on time,Not Reported
TX00879,C0173,2024-03-25,48,Female,Riyadh,Employed,23306,2454,4,613.5,0,0,Travel,Saudia Airlines,Web,5,0.104,183,Missed,Defaulted (Blacklisted)
TX00880,C0308,2024-04-15,26,Female,Buraidah,Employed,13914,4522,4,1130.5,0,0,Fashion,Namshi,App,4,0.178,0,Paid on time,Not Reported
TX00881,C0496,2025-12-28,41,Female,Mecca,Employed,8126,1034,4,258.5,2,830,electronics,General Store,App,7,0.364,162,Late,Delayed (Reported)
TX00882,C0024,2024-01-05,56,Female,Dammam,Employed,23476,2450,4,612.5,0,0,electronics,General Store,App,5,0.103,0,Paid on time,Not Reported
TX00883,C0118,2025-02-06,56,Female,Riyadh,Employed,23759,1569,4,392.25,0,0,electronics,General Store,App,2,0.035,0,Paid on time,Not Reported
TX00884,C0014,2025-01-08,53,Female,Yanbu,Employed,22875,1983,4,495.75,0,0,Travel,flyadeal,In-Store,5,0.1,119,Late,Delayed (Reported)
TX00885,C0103,2025-12-18,64,Female,Al-Ahsa,Employed,14437,3889,4,972.25,2,1779,Furniture,Home Centre,App,4,0.161,0,Paid on time,Not Reported
